level,vaccination_date,vaccinated,geography,lower_age_limit,region
local,2021-02-10,503,J06000178,,London
local,2021-02-11,518,J06000178,,London
local,2021-02-12,660,J06000178,,London
local,2021-02-13,340,J06000178,,London
local,2021-02-14,177,J06000178,,London
local,2021-02-15,399,J06000178,,London
local,2021-02-16,868,J06000178,,London
local,2021-02-17,1670,J06000178,,London
local,2021-02-18,1759,J06000178,,London
local,2021-02-19,1502,J06000178,,London
local,2021-02-20,483,J06000178,,London
local,2021-02-21,259,J06000178,,London
local,2021-02-22,406,J06000178,,London
local,2021-02-23,1564,J06000178,,London
local,2021-02-24,1564,J06000178,,London
local,2021-02-25,2343,J06000178,,London
local,2021-02-26,1750,J06000178,,London
local,2021-02-27,1221,J06000178,,London
local,2021-02-28,430,J06000178,,London
local,2021-03-01,874,J06000178,,London
local,2021-03-02,1338,J06000178,,London
local,2021-03-03,1654,J06000178,,London
local,2021-03-04,1320,J06000178,,London
local,2021-03-05,1645,J06000178,,London
local,2021-03-06,981,J06000178,,London
local,2021-03-07,345,J06000178,,London
local,2021-03-08,879,J06000178,,London
local,2021-03-09,2050,J06000178,,London
local,2021-03-10,2058,J06000178,,London
local,2021-03-11,1176,J06000178,,London
local,2021-03-12,1534,J06000178,,London
local,2021-03-13,2348,J06000178,,London
local,2021-03-14,663,J06000178,,London
local,2021-03-15,1651,J06000178,,London
local,2021-03-16,2017,J06000178,,London
local,2021-03-17,2673,J06000178,,London
local,2021-03-18,2285,J06000178,,London
local,2021-03-19,2721,J06000178,,London
local,2021-03-20,1632,J06000178,,London
local,2021-03-21,755,J06000178,,London
local,2021-03-22,1150,J06000178,,London
local,2021-03-23,1979,J06000178,,London
local,2021-03-24,2575,J06000178,,London
local,2021-03-25,2298,J06000178,,London
local,2021-03-26,2089,J06000178,,London
local,2021-03-27,1895,J06000178,,London
local,2021-03-28,917,J06000178,,London
local,2021-03-29,1628,J06000178,,London
local,2021-03-30,1796,J06000178,,London
local,2021-03-31,2988,J06000178,,London
local,2021-04-01,2766,J06000178,,London
local,2021-04-02,2393,J06000178,,London
local,2021-04-03,2092,J06000178,,London
local,2021-04-04,278,J06000178,,London
local,2021-04-05,271,J06000178,,London
local,2021-04-06,2201,J06000178,,London
local,2021-04-07,3635,J06000178,,London
local,2021-04-08,3226,J06000178,,London
local,2021-04-09,3040,J06000178,,London
local,2021-04-10,2192,J06000178,,London
local,2021-04-11,474,J06000178,,London
local,2021-04-12,621,J06000178,,London
local,2021-04-13,1336,J06000178,,London
local,2021-04-14,2404,J06000178,,London
local,2021-04-15,1810,J06000178,,London
local,2021-04-16,2962,J06000178,,London
local,2021-04-17,1742,J06000178,,London
local,2021-04-18,734,J06000178,,London
local,2021-04-19,1163,J06000178,,London
local,2021-04-20,2524,J06000178,,London
local,2021-04-21,2244,J06000178,,London
local,2021-04-22,2155,J06000178,,London
local,2021-04-23,1631,J06000178,,London
local,2021-04-24,829,J06000178,,London
local,2021-04-25,380,J06000178,,London
local,2021-04-26,902,J06000178,,London
local,2021-04-27,1437,J06000178,,London
local,2021-04-28,2318,J06000178,,London
local,2021-04-29,1787,J06000178,,London
local,2021-04-30,1503,J06000178,,London
local,2021-05-01,1243,J06000178,,London
local,2021-05-02,619,J06000178,,London
local,2021-05-03,861,J06000178,,London
local,2021-05-04,1649,J06000178,,London
local,2021-05-05,2822,J06000178,,London
local,2021-05-06,3489,J06000178,,London
local,2021-05-07,2651,J06000178,,London
local,2021-05-08,1800,J06000178,,London
local,2021-05-09,743,J06000178,,London
local,2021-05-10,1347,J06000178,,London
local,2021-05-11,3161,J06000178,,London
local,2021-05-12,3003,J06000178,,London
local,2021-05-13,2224,J06000178,,London
local,2021-05-14,2222,J06000178,,London
local,2021-05-15,2952,J06000178,,London
local,2021-05-16,1017,J06000178,,London
local,2021-05-17,3783,J06000178,,London
local,2021-05-18,3592,J06000178,,London
local,2021-05-19,4979,J06000178,,London
local,2021-05-20,4513,J06000178,,London
local,2021-05-21,4992,J06000178,,London
local,2021-05-22,4287,J06000178,,London
local,2021-05-23,1843,J06000178,,London
local,2021-05-24,4863,J06000178,,London
local,2021-05-25,4019,J06000178,,London
local,2021-05-26,3889,J06000178,,London
local,2021-05-27,5330,J06000178,,London
local,2021-05-28,4336,J06000178,,London
local,2021-05-29,3641,J06000178,,London
local,2021-05-30,2398,J06000178,,London
local,2021-05-31,3748,J06000178,,London
local,2021-06-01,5271,J06000178,,London
local,2021-06-02,3268,J06000178,,London
local,2021-06-03,4119,J06000178,,London
local,2021-06-04,3715,J06000178,,London
local,2021-06-05,4122,J06000178,,London
local,2021-06-06,3025,J06000178,,London
local,2021-06-07,4947,J06000178,,London
local,2021-06-08,3920,J06000178,,London
local,2021-06-09,3406,J06000178,,London
local,2021-06-10,4325,J06000178,,London
local,2021-06-11,4412,J06000178,,London
local,2021-06-12,5126,J06000178,,London
local,2021-06-13,3381,J06000178,,London
local,2021-06-14,4347,J06000178,,London
local,2021-06-15,3887,J06000178,,London
local,2021-06-16,3406,J06000178,,London
local,2021-06-17,3928,J06000178,,London
local,2021-06-18,4032,J06000178,,London
local,2021-06-19,5889,J06000178,,London
local,2021-06-20,3402,J06000178,,London
local,2021-06-21,3092,J06000178,,London
local,2021-06-22,3276,J06000178,,London
local,2021-06-23,3881,J06000178,,London
local,2021-06-24,3722,J06000178,,London
local,2021-06-25,3685,J06000178,,London
local,2021-06-26,4755,J06000178,,London
local,2021-06-27,2620,J06000178,,London
local,2021-06-28,3037,J06000178,,London
local,2021-06-29,3131,J06000178,,London
local,2021-06-30,3182,J06000178,,London
local,2021-07-01,3233,J06000178,,London
local,2021-07-02,2997,J06000178,,London
local,2021-07-03,3493,J06000178,,London
local,2021-07-04,1992,J06000178,,London
local,2021-07-05,2758,J06000178,,London
local,2021-07-06,2196,J06000178,,London
local,2021-07-07,2794,J06000178,,London
local,2021-07-08,2542,J06000178,,London
local,2021-07-09,2828,J06000178,,London
local,2021-07-10,3815,J06000178,,London
local,2021-07-11,1153,J06000178,,London
local,2021-07-12,2714,J06000178,,London
local,2021-07-13,3175,J06000178,,London
local,2021-07-14,3266,J06000178,,London
local,2021-07-15,3720,J06000178,,London
local,2021-07-16,3382,J06000178,,London
local,2021-07-17,3528,J06000178,,London
local,2021-07-18,3173,J06000178,,London
local,2021-07-19,3235,J06000178,,London
local,2021-07-20,2833,J06000178,,London
local,2021-07-21,3683,J06000178,,London
local,2021-07-22,3741,J06000178,,London
local,2021-07-23,3871,J06000178,,London
local,2021-07-24,4324,J06000178,,London
local,2021-07-25,2500,J06000178,,London
local,2021-07-26,3299,J06000178,,London
local,2021-07-27,3077,J06000178,,London
local,2021-07-28,2989,J06000178,,London
local,2021-07-29,2574,J06000178,,London
local,2021-07-30,2938,J06000178,,London
local,2021-07-31,4000,J06000178,,London
local,2021-08-01,2416,J06000178,,London
local,2021-08-02,2995,J06000178,,London
local,2021-08-03,2593,J06000178,,London
local,2021-08-04,2497,J06000178,,London
local,2021-08-05,2919,J06000178,,London
local,2021-08-06,2878,J06000178,,London
local,2021-08-07,3820,J06000178,,London
local,2021-08-08,2449,J06000178,,London
local,2021-08-09,3028,J06000178,,London
local,2021-08-10,2982,J06000178,,London
local,2021-08-11,2779,J06000178,,London
local,2021-08-12,2566,J06000178,,London
local,2021-08-13,3174,J06000178,,London
local,2021-08-14,4441,J06000178,,London
local,2021-08-15,2813,J06000178,,London
local,2021-08-16,3592,J06000178,,London
local,2021-08-17,3325,J06000178,,London
local,2021-08-18,3181,J06000178,,London
local,2021-08-19,3308,J06000178,,London
local,2021-08-20,3659,J06000178,,London
local,2021-08-21,3687,J06000178,,London
local,2021-08-22,2370,J06000178,,London
local,2021-08-23,3511,J06000178,,London
local,2021-08-24,3503,J06000178,,London
local,2021-08-25,2852,J06000178,,London
local,2021-08-26,3223,J06000178,,London
local,2021-08-27,2694,J06000178,,London
local,2021-08-28,2656,J06000178,,London
local,2021-08-29,1491,J06000178,,London
local,2021-08-30,1365,J06000178,,London
local,2021-08-31,2854,J06000178,,London
local,2021-09-01,2346,J06000178,,London
local,2021-09-02,2206,J06000178,,London
local,2021-09-03,2077,J06000178,,London
local,2021-09-04,2236,J06000178,,London
local,2021-09-05,1014,J06000178,,London
local,2021-09-06,1966,J06000178,,London
local,2021-09-07,1681,J06000178,,London
local,2021-09-08,1460,J06000178,,London
local,2021-09-09,1301,J06000178,,London
local,2021-09-10,1449,J06000178,,London
local,2021-09-11,1532,J06000178,,London
local,2021-09-12,528,J06000178,,London
local,2021-09-13,1850,J06000178,,London
local,2021-09-14,1569,J06000178,,London
local,2021-09-15,1794,J06000178,,London
local,2021-09-16,1170,J06000178,,London
local,2021-09-17,1407,J06000178,,London
local,2021-09-18,1317,J06000178,,London
local,2021-09-19,493,J06000178,,London
local,2021-09-20,1466,J06000178,,London
local,2021-09-21,1144,J06000178,,London
local,2021-09-22,1334,J06000178,,London
local,2021-09-23,1074,J06000178,,London
local,2021-09-24,1060,J06000178,,London
local,2021-09-25,1056,J06000178,,London
local,2021-09-26,266,J06000178,,London
local,2021-09-27,1283,J06000178,,London
local,2021-09-28,1045,J06000178,,London
local,2021-09-29,1285,J06000178,,London
local,2021-09-30,802,J06000178,,London
local,2021-10-01,1148,J06000178,,London
local,2021-10-02,1030,J06000178,,London
local,2021-10-03,331,J06000178,,London
local,2021-10-04,1120,J06000178,,London
local,2021-10-05,1019,J06000178,,London
local,2021-10-06,987,J06000178,,London
local,2021-10-07,1079,J06000178,,London
local,2021-10-08,1214,J06000178,,London
local,2021-10-09,1132,J06000178,,London
local,2021-10-10,399,J06000178,,London
local,2021-10-11,1428,J06000178,,London
local,2021-10-12,1396,J06000178,,London
local,2021-10-13,1488,J06000178,,London
local,2021-10-14,1518,J06000178,,London
local,2021-10-15,1193,J06000178,,London
local,2021-10-16,1032,J06000178,,London
local,2021-10-17,211,J06000178,,London
local,2021-10-18,1145,J06000178,,London
local,2021-10-19,1295,J06000178,,London
local,2021-10-20,1355,J06000178,,London
local,2021-10-21,1220,J06000178,,London
local,2021-10-22,1227,J06000178,,London
local,2021-10-23,1179,J06000178,,London
local,2021-10-24,201,J06000178,,London
local,2021-10-25,1241,J06000178,,London
local,2021-10-26,1242,J06000178,,London
local,2021-10-27,1315,J06000178,,London
local,2021-10-28,1140,J06000178,,London
local,2021-10-29,1104,J06000178,,London
local,2021-10-30,1046,J06000178,,London
local,2021-10-31,239,J06000178,,London
local,2021-11-01,999,J06000178,,London
local,2021-11-02,1080,J06000178,,London
local,2021-11-03,1064,J06000178,,London
local,2021-11-04,1004,J06000178,,London
local,2021-11-05,901,J06000178,,London
local,2021-11-06,1021,J06000178,,London
local,2021-11-07,180,J06000178,,London
local,2021-11-08,1156,J06000178,,London
local,2021-11-09,1179,J06000178,,London
local,2021-11-10,1056,J06000178,,London
local,2021-11-11,1480,J06000178,,London
local,2021-11-12,1098,J06000178,,London
local,2021-11-13,1418,J06000178,,London
local,2021-11-14,204,J06000178,,London
local,2021-11-15,1442,J06000178,,London
local,2021-11-16,1141,J06000178,,London
local,2021-11-17,1060,J06000178,,London
local,2021-11-18,1296,J06000178,,London
local,2021-11-19,1301,J06000178,,London
local,2021-11-20,1346,J06000178,,London
local,2021-11-21,352,J06000178,,London
local,2021-11-22,1299,J06000178,,London
local,2021-11-23,1272,J06000178,,London
local,2021-11-24,1365,J06000178,,London
local,2021-11-25,1420,J06000178,,London
local,2021-11-26,1529,J06000178,,London
local,2021-11-27,1422,J06000178,,London
local,2021-11-28,669,J06000178,,London
local,2021-11-29,1339,J06000178,,London
local,2021-11-30,1694,J06000178,,London
local,2021-12-01,1512,J06000178,,London
local,2021-12-02,1850,J06000178,,London
local,2021-12-03,1656,J06000178,,London
local,2021-12-04,2121,J06000178,,London
local,2021-12-05,845,J06000178,,London
local,2021-12-06,1392,J06000178,,London
local,2021-12-07,1785,J06000178,,London
local,2021-12-08,1639,J06000178,,London
local,2021-12-09,2154,J06000178,,London
local,2021-12-10,2340,J06000178,,London
local,2021-12-11,2598,J06000178,,London
local,2021-12-12,1383,J06000178,,London
local,2021-12-13,3086,J06000178,,London
local,2021-12-14,4197,J06000178,,London
local,2021-12-15,4436,J06000178,,London
local,2021-12-16,4676,J06000178,,London
local,2021-12-17,4581,J06000178,,London
local,2021-12-18,5251,J06000178,,London
local,2021-12-19,4010,J06000178,,London
local,2021-12-20,4980,J06000178,,London
local,2021-12-21,4943,J06000178,,London
local,2021-12-22,5177,J06000178,,London
local,2021-12-23,4369,J06000178,,London
local,2021-12-24,2268,J06000178,,London
local,2021-12-25,143,J06000178,,London
local,2021-12-26,447,J06000178,,London
local,2021-12-27,1820,J06000178,,London
local,2021-12-28,2094,J06000178,,London
local,2021-12-29,3536,J06000178,,London
local,2021-12-30,2829,J06000178,,London
local,2021-12-31,1494,J06000178,,London
local,2022-01-01,268,J06000178,,London
local,2022-01-02,682,J06000178,,London
local,2022-01-03,1225,J06000178,,London
local,2022-01-04,1999,J06000178,,London
local,2022-01-05,2371,J06000178,,London
local,2022-01-06,2067,J06000178,,London
local,2022-01-07,2020,J06000178,,London
local,2022-01-08,2114,J06000178,,London
local,2022-01-09,924,J06000178,,London
local,2022-01-10,1735,J06000178,,London
local,2022-01-11,1770,J06000178,,London
local,2022-01-12,1552,J06000178,,London
local,2022-01-13,1338,J06000178,,London
local,2022-01-14,1757,J06000178,,London
local,2022-01-15,1512,J06000178,,London
local,2022-01-16,707,J06000178,,London
local,2022-01-17,1300,J06000178,,London
local,2022-01-18,1125,J06000178,,London
local,2022-01-19,924,J06000178,,London
local,2022-01-20,890,J06000178,,London
local,2022-01-21,1204,J06000178,,London
local,2022-01-22,1568,J06000178,,London
local,2022-01-23,601,J06000178,,London
local,2022-01-24,1002,J06000178,,London
local,2022-01-25,706,J06000178,,London
local,2022-01-26,769,J06000178,,London
local,2022-01-27,849,J06000178,,London
local,2022-01-28,1022,J06000178,,London
local,2022-01-29,1145,J06000178,,London
local,2022-01-30,527,J06000178,,London
local,2022-01-31,829,J06000178,,London
local,2022-02-01,604,J06000178,,London
local,2022-02-02,484,J06000178,,London
local,2022-02-03,570,J06000178,,London
local,2022-02-04,682,J06000178,,London
local,2022-02-05,608,J06000178,,London
local,2022-02-06,404,J06000178,,London
local,2022-02-07,662,J06000178,,London
local,2022-02-08,466,J06000178,,London
local,2022-02-09,465,J06000178,,London
local,2022-02-10,444,J06000178,,London
local,2022-02-11,899,J06000178,,London
local,2022-02-12,1001,J06000178,,London
local,2022-02-13,351,J06000178,,London
local,2022-02-14,633,J06000178,,London
local,2022-02-15,466,J06000178,,London
local,2022-02-16,501,J06000178,,London
local,2022-02-17,501,J06000178,,London
local,2022-02-18,465,J06000178,,London
local,2022-02-19,482,J06000178,,London
local,2022-02-20,319,J06000178,,London
local,2022-02-21,512,J06000178,,London
local,2022-02-22,456,J06000178,,London
local,2022-02-23,436,J06000178,,London
local,2022-02-24,285,J06000178,,London
local,2022-02-25,641,J06000178,,London
local,2022-02-26,601,J06000178,,London
local,2022-02-27,264,J06000178,,London
local,2022-02-28,376,J06000178,,London
local,2022-03-01,271,J06000178,,London
local,2022-03-02,359,J06000178,,London
local,2022-03-03,265,J06000178,,London
local,2022-03-04,499,J06000178,,London
local,2022-03-05,616,J06000178,,London
local,2022-03-06,274,J06000178,,London
local,2022-03-07,362,J06000178,,London
local,2020-12-08,20,J06000179,,London
local,2020-12-09,36,J06000179,,London
local,2020-12-10,56,J06000179,,London
local,2020-12-11,49,J06000179,,London
local,2020-12-12,14,J06000179,,London
local,2020-12-13,6,J06000179,,London
local,2020-12-14,70,J06000179,,London
local,2020-12-15,59,J06000179,,London
local,2020-12-16,339,J06000179,,London
local,2020-12-17,340,J06000179,,London
local,2020-12-18,796,J06000179,,London
local,2020-12-19,451,J06000179,,London
local,2020-12-20,136,J06000179,,London
local,2020-12-21,267,J06000179,,London
local,2020-12-22,581,J06000179,,London
local,2020-12-23,957,J06000179,,London
local,2020-12-24,248,J06000179,,London
local,2020-12-25,5,J06000179,,London
local,2020-12-26,36,J06000179,,London
local,2020-12-27,35,J06000179,,London
local,2020-12-28,25,J06000179,,London
local,2020-12-29,606,J06000179,,London
local,2020-12-30,969,J06000179,,London
local,2020-12-31,878,J06000179,,London
local,2021-01-01,157,J06000179,,London
local,2021-01-02,94,J06000179,,London
local,2021-01-03,55,J06000179,,London
local,2021-01-04,387,J06000179,,London
local,2021-01-05,676,J06000179,,London
local,2021-01-06,1634,J06000179,,London
local,2021-01-07,2220,J06000179,,London
local,2021-01-08,4100,J06000179,,London
local,2021-01-09,1860,J06000179,,London
local,2021-01-10,305,J06000179,,London
local,2021-01-11,1010,J06000179,,London
local,2021-01-12,1426,J06000179,,London
local,2021-01-13,1834,J06000179,,London
local,2021-01-14,2892,J06000179,,London
local,2021-01-15,1499,J06000179,,London
local,2021-01-16,899,J06000179,,London
local,2021-01-17,509,J06000179,,London
local,2021-01-18,1113,J06000179,,London
local,2021-01-19,1556,J06000179,,London
local,2021-01-20,3112,J06000179,,London
local,2021-01-21,1625,J06000179,,London
local,2021-01-22,3723,J06000179,,London
local,2021-01-23,1869,J06000179,,London
local,2021-01-24,1121,J06000179,,London
local,2021-01-25,1308,J06000179,,London
local,2021-01-26,2894,J06000179,,London
local,2021-01-27,3675,J06000179,,London
local,2021-01-28,1937,J06000179,,London
local,2021-01-29,2777,J06000179,,London
local,2021-01-30,1965,J06000179,,London
local,2021-01-31,1249,J06000179,,London
local,2021-02-01,1630,J06000179,,London
local,2021-02-02,2449,J06000179,,London
local,2021-02-03,1354,J06000179,,London
local,2021-02-04,2391,J06000179,,London
local,2021-02-05,3373,J06000179,,London
local,2021-02-06,1297,J06000179,,London
local,2021-02-07,731,J06000179,,London
local,2021-02-08,1261,J06000179,,London
local,2021-02-09,2341,J06000179,,London
local,2021-02-10,2324,J06000179,,London
local,2021-02-11,3392,J06000179,,London
local,2021-02-12,3862,J06000179,,London
local,2021-02-13,2009,J06000179,,London
local,2021-02-14,1827,J06000179,,London
local,2021-02-15,829,J06000179,,London
local,2021-02-16,2764,J06000179,,London
local,2021-02-17,3294,J06000179,,London
local,2021-02-18,2652,J06000179,,London
local,2021-02-19,3314,J06000179,,London
local,2021-02-20,1655,J06000179,,London
local,2021-02-21,1510,J06000179,,London
local,2021-02-22,1355,J06000179,,London
local,2021-02-23,3639,J06000179,,London
local,2021-02-24,3798,J06000179,,London
local,2021-02-25,3641,J06000179,,London
local,2021-02-26,5356,J06000179,,London
local,2021-02-27,2790,J06000179,,London
local,2021-02-28,997,J06000179,,London
local,2021-03-01,1079,J06000179,,London
local,2021-03-02,3320,J06000179,,London
local,2021-03-03,2960,J06000179,,London
local,2021-03-04,1314,J06000179,,London
local,2021-03-05,4511,J06000179,,London
local,2021-03-06,4009,J06000179,,London
local,2021-03-07,457,J06000179,,London
local,2021-03-08,1312,J06000179,,London
local,2021-03-09,2885,J06000179,,London
local,2021-03-10,4135,J06000179,,London
local,2021-03-11,2890,J06000179,,London
local,2021-03-12,4474,J06000179,,London
local,2021-03-13,2545,J06000179,,London
local,2021-03-14,1550,J06000179,,London
local,2021-03-15,2592,J06000179,,London
local,2021-03-16,5068,J06000179,,London
local,2021-03-17,5846,J06000179,,London
local,2021-03-18,5681,J06000179,,London
local,2021-03-19,7684,J06000179,,London
local,2021-03-20,3948,J06000179,,London
local,2021-03-21,2781,J06000179,,London
local,2021-03-22,3469,J06000179,,London
local,2021-03-23,5148,J06000179,,London
local,2021-03-24,6223,J06000179,,London
local,2021-03-25,6165,J06000179,,London
local,2021-03-26,7700,J06000179,,London
local,2021-03-27,3675,J06000179,,London
local,2021-03-28,1869,J06000179,,London
local,2021-03-29,2338,J06000179,,London
local,2021-03-30,4529,J06000179,,London
local,2021-03-31,8086,J06000179,,London
local,2021-04-01,3996,J06000179,,London
local,2021-04-02,1514,J06000179,,London
local,2021-04-03,617,J06000179,,London
local,2021-04-04,173,J06000179,,London
local,2021-04-05,481,J06000179,,London
local,2021-04-06,3862,J06000179,,London
local,2021-04-07,9837,J06000179,,London
local,2021-04-08,6660,J06000179,,London
local,2021-04-09,5114,J06000179,,London
local,2021-04-10,2163,J06000179,,London
local,2021-04-11,1098,J06000179,,London
local,2021-04-12,1698,J06000179,,London
local,2021-04-13,3459,J06000179,,London
local,2021-04-14,7252,J06000179,,London
local,2021-04-15,5780,J06000179,,London
local,2021-04-16,7767,J06000179,,London
local,2021-04-17,5293,J06000179,,London
local,2021-04-18,3142,J06000179,,London
local,2021-04-19,3469,J06000179,,London
local,2021-04-20,4829,J06000179,,London
local,2021-04-21,7738,J06000179,,London
local,2021-04-22,3817,J06000179,,London
local,2021-04-23,5395,J06000179,,London
local,2021-04-24,4411,J06000179,,London
local,2021-04-25,3574,J06000179,,London
local,2021-04-26,1658,J06000179,,London
local,2021-04-27,5189,J06000179,,London
local,2021-04-28,9933,J06000179,,London
local,2021-04-29,8794,J06000179,,London
local,2021-04-30,5990,J06000179,,London
local,2021-05-01,2297,J06000179,,London
local,2021-05-02,1289,J06000179,,London
local,2021-05-03,544,J06000179,,London
local,2021-05-04,5949,J06000179,,London
local,2021-05-05,10128,J06000179,,London
local,2021-05-06,7335,J06000179,,London
local,2021-05-07,4509,J06000179,,London
local,2021-05-08,4974,J06000179,,London
local,2021-05-09,3726,J06000179,,London
local,2021-05-10,2328,J06000179,,London
local,2021-05-11,6134,J06000179,,London
local,2021-05-12,11430,J06000179,,London
local,2021-05-13,5320,J06000179,,London
local,2021-05-14,9084,J06000179,,London
local,2021-05-15,5472,J06000179,,London
local,2021-05-16,3709,J06000179,,London
local,2021-05-17,3635,J06000179,,London
local,2021-05-18,6790,J06000179,,London
local,2021-05-19,7491,J06000179,,London
local,2021-05-20,4718,J06000179,,London
local,2021-05-21,8536,J06000179,,London
local,2021-05-22,7699,J06000179,,London
local,2021-05-23,6238,J06000179,,London
local,2021-05-24,5363,J06000179,,London
local,2021-05-25,8736,J06000179,,London
local,2021-05-26,13118,J06000179,,London
local,2021-05-27,8421,J06000179,,London
local,2021-05-28,10079,J06000179,,London
local,2021-05-29,6490,J06000179,,London
local,2021-05-30,3701,J06000179,,London
local,2021-05-31,5426,J06000179,,London
local,2021-06-01,5101,J06000179,,London
local,2021-06-02,8127,J06000179,,London
local,2021-06-03,8054,J06000179,,London
local,2021-06-04,8905,J06000179,,London
local,2021-06-05,6484,J06000179,,London
local,2021-06-06,5508,J06000179,,London
local,2021-06-07,5285,J06000179,,London
local,2021-06-08,5436,J06000179,,London
local,2021-06-09,10268,J06000179,,London
local,2021-06-10,7702,J06000179,,London
local,2021-06-11,10274,J06000179,,London
local,2021-06-12,7370,J06000179,,London
local,2021-06-13,5369,J06000179,,London
local,2021-06-14,5036,J06000179,,London
local,2021-06-15,5390,J06000179,,London
local,2021-06-16,10421,J06000179,,London
local,2021-06-17,8138,J06000179,,London
local,2021-06-18,10134,J06000179,,London
local,2021-06-19,12056,J06000179,,London
local,2021-06-20,5120,J06000179,,London
local,2021-06-21,4322,J06000179,,London
local,2021-06-22,5031,J06000179,,London
local,2021-06-23,7772,J06000179,,London
local,2021-06-24,7916,J06000179,,London
local,2021-06-25,9403,J06000179,,London
local,2021-06-26,6986,J06000179,,London
local,2021-06-27,9502,J06000179,,London
local,2021-06-28,4832,J06000179,,London
local,2021-06-29,5393,J06000179,,London
local,2021-06-30,8288,J06000179,,London
local,2021-07-01,4797,J06000179,,London
local,2021-07-02,4278,J06000179,,London
local,2021-07-03,5438,J06000179,,London
local,2021-07-04,4061,J06000179,,London
local,2021-07-05,3794,J06000179,,London
local,2021-07-06,2840,J06000179,,London
local,2021-07-07,7705,J06000179,,London
local,2021-07-08,3793,J06000179,,London
local,2021-07-09,6102,J06000179,,London
local,2021-07-10,4621,J06000179,,London
local,2021-07-11,2727,J06000179,,London
local,2021-07-12,2706,J06000179,,London
local,2021-07-13,2858,J06000179,,London
local,2021-07-14,8788,J06000179,,London
local,2021-07-15,4983,J06000179,,London
local,2021-07-16,6835,J06000179,,London
local,2021-07-17,4897,J06000179,,London
local,2021-07-18,5275,J06000179,,London
local,2021-07-19,2222,J06000179,,London
local,2021-07-20,2410,J06000179,,London
local,2021-07-21,8692,J06000179,,London
local,2021-07-22,4648,J06000179,,London
local,2021-07-23,7352,J06000179,,London
local,2021-07-24,4207,J06000179,,London
local,2021-07-25,3885,J06000179,,London
local,2021-07-26,3776,J06000179,,London
local,2021-07-27,4616,J06000179,,London
local,2021-07-28,4489,J06000179,,London
local,2021-07-29,3545,J06000179,,London
local,2021-07-30,4542,J06000179,,London
local,2021-07-31,3742,J06000179,,London
local,2021-08-01,2931,J06000179,,London
local,2021-08-02,3178,J06000179,,London
local,2021-08-03,2797,J06000179,,London
local,2021-08-04,3005,J06000179,,London
local,2021-08-05,3808,J06000179,,London
local,2021-08-06,4496,J06000179,,London
local,2021-08-07,3613,J06000179,,London
local,2021-08-08,2824,J06000179,,London
local,2021-08-09,3364,J06000179,,London
local,2021-08-10,3204,J06000179,,London
local,2021-08-11,3309,J06000179,,London
local,2021-08-12,3917,J06000179,,London
local,2021-08-13,4486,J06000179,,London
local,2021-08-14,4246,J06000179,,London
local,2021-08-15,3016,J06000179,,London
local,2021-08-16,3805,J06000179,,London
local,2021-08-17,3103,J06000179,,London
local,2021-08-18,3488,J06000179,,London
local,2021-08-19,3973,J06000179,,London
local,2021-08-20,4808,J06000179,,London
local,2021-08-21,3746,J06000179,,London
local,2021-08-22,2676,J06000179,,London
local,2021-08-23,3307,J06000179,,London
local,2021-08-24,2947,J06000179,,London
local,2021-08-25,3160,J06000179,,London
local,2021-08-26,2950,J06000179,,London
local,2021-08-27,3681,J06000179,,London
local,2021-08-28,2694,J06000179,,London
local,2021-08-29,1788,J06000179,,London
local,2021-08-30,1815,J06000179,,London
local,2021-08-31,2830,J06000179,,London
local,2021-09-01,2745,J06000179,,London
local,2021-09-02,2402,J06000179,,London
local,2021-09-03,2958,J06000179,,London
local,2021-09-04,2578,J06000179,,London
local,2021-09-05,1660,J06000179,,London
local,2021-09-06,1983,J06000179,,London
local,2021-09-07,1770,J06000179,,London
local,2021-09-08,1857,J06000179,,London
local,2021-09-09,1708,J06000179,,London
local,2021-09-10,1746,J06000179,,London
local,2021-09-11,1463,J06000179,,London
local,2021-09-12,637,J06000179,,London
local,2021-09-13,1385,J06000179,,London
local,2021-09-14,1100,J06000179,,London
local,2021-09-15,1248,J06000179,,London
local,2021-09-16,1722,J06000179,,London
local,2021-09-17,2707,J06000179,,London
local,2021-09-18,2263,J06000179,,London
local,2021-09-19,524,J06000179,,London
local,2021-09-20,1579,J06000179,,London
local,2021-09-21,1237,J06000179,,London
local,2021-09-22,2166,J06000179,,London
local,2021-09-23,1985,J06000179,,London
local,2021-09-24,2056,J06000179,,London
local,2021-09-25,1684,J06000179,,London
local,2021-09-26,904,J06000179,,London
local,2021-09-27,2011,J06000179,,London
local,2021-09-28,1896,J06000179,,London
local,2021-09-29,2949,J06000179,,London
local,2021-09-30,2345,J06000179,,London
local,2021-10-01,3940,J06000179,,London
local,2021-10-02,1959,J06000179,,London
local,2021-10-03,688,J06000179,,London
local,2021-10-04,1597,J06000179,,London
local,2021-10-05,2211,J06000179,,London
local,2021-10-06,3006,J06000179,,London
local,2021-10-07,2589,J06000179,,London
local,2021-10-08,4079,J06000179,,London
local,2021-10-09,2117,J06000179,,London
local,2021-10-10,571,J06000179,,London
local,2021-10-11,2278,J06000179,,London
local,2021-10-12,2200,J06000179,,London
local,2021-10-13,3435,J06000179,,London
local,2021-10-14,2180,J06000179,,London
local,2021-10-15,3471,J06000179,,London
local,2021-10-16,2212,J06000179,,London
local,2021-10-17,388,J06000179,,London
