start_date,end_date,geography,geography_code,threshold_level,file_name,level,publication_date,proportion_pos,proportion_pos_low_95,proportion_pos_high_95
2021-02-08,2021-02-14,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets21.xlsx,national,2021-07-07,0.26899999999999996,0.23800000000000002,0.304
2021-02-08,2021-02-14,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets3.xlsx,national,2021-07-07,0.26899999999999996,0.23800000000000002,0.304
2021-02-15,2021-02-21,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets21.xlsx,national,2021-07-07,0.307,0.276,0.34299999999999997
2021-02-15,2021-02-21,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets3.xlsx,national,2021-07-07,0.307,0.276,0.34299999999999997
2021-02-22,2021-02-28,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets21.xlsx,national,2021-07-07,0.366,0.331,0.405
2021-02-22,2021-02-28,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets3.xlsx,national,2021-07-07,0.366,0.331,0.405
2021-03-01,2021-03-07,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets21.xlsx,national,2021-07-07,0.41200000000000003,0.376,0.452
2021-03-01,2021-03-07,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets3.xlsx,national,2021-07-07,0.41200000000000003,0.376,0.452
2021-03-08,2021-03-14,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets21.xlsx,national,2021-07-07,0.462,0.424,0.503
2021-03-08,2021-03-14,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets3.xlsx,national,2021-07-07,0.462,0.424,0.503
2021-03-15,2021-03-21,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets21.xlsx,national,2021-07-07,0.46799999999999997,0.429,0.511
2021-03-15,2021-03-21,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets3.xlsx,national,2021-07-07,0.46799999999999997,0.429,0.511
2021-03-22,2021-03-28,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets21.xlsx,national,2021-07-07,0.491,0.452,0.534
2021-03-22,2021-03-28,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets3.xlsx,national,2021-07-07,0.491,0.452,0.534
2021-03-29,2021-04-04,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets21.xlsx,national,2021-07-07,0.581,0.541,0.623
2021-03-29,2021-04-04,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets3.xlsx,national,2021-07-07,0.581,0.541,0.623
2021-04-05,2021-04-11,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets21.xlsx,national,2021-07-07,0.657,0.622,0.695
2021-04-05,2021-04-11,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets3.xlsx,national,2021-07-07,0.657,0.622,0.695
2021-04-12,2021-04-18,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets21.xlsx,national,2021-07-07,0.69,0.657,0.725
2021-04-12,2021-04-18,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets3.xlsx,national,2021-07-07,0.69,0.657,0.725
2021-04-19,2021-04-25,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets21.xlsx,national,2021-07-07,0.6859999999999999,0.654,0.721
2021-04-19,2021-04-25,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets3.xlsx,national,2021-07-07,0.6859999999999999,0.654,0.721
2021-04-26,2021-05-02,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets21.xlsx,national,2021-07-07,0.731,0.701,0.763
2021-04-26,2021-05-02,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets3.xlsx,national,2021-07-07,0.731,0.701,0.763
2021-05-03,2021-05-09,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets21.xlsx,national,2021-07-07,0.76,0.731,0.789
2021-05-03,2021-05-09,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets3.xlsx,national,2021-07-07,0.76,0.731,0.789
2021-05-10,2021-05-16,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets21.xlsx,national,2021-07-07,0.765,0.737,0.794
2021-05-10,2021-05-16,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets3.xlsx,national,2021-07-07,0.765,0.737,0.794
2021-05-17,2021-05-23,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets21.xlsx,national,2021-07-07,0.7959999999999999,0.77,0.823
2021-05-17,2021-05-23,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets3.xlsx,national,2021-07-07,0.7959999999999999,0.77,0.823
2021-05-24,2021-05-30,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets21.xlsx,national,2021-07-07,0.8240000000000001,0.8,0.848
2021-05-24,2021-05-30,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets3.xlsx,national,2021-07-07,0.8240000000000001,0.8,0.848
2021-05-31,2021-06-06,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets21.xlsx,national,2021-07-07,0.841,0.8190000000000001,0.863
2021-05-31,2021-06-06,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets3.xlsx,national,2021-07-07,0.841,0.8190000000000001,0.863
2021-06-07,2021-06-13,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets21.xlsx,national,2021-07-07,0.8690000000000001,0.85,0.887
2021-06-07,2021-06-13,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets3.xlsx,national,2021-07-07,0.8690000000000001,0.85,0.887
2021-06-14,2021-06-20,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets21.xlsx,national,2021-07-07,0.898,0.882,0.9129999999999999
2021-06-14,2021-06-20,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210707covid19infectionsurveydatasets3.xlsx,national,2021-07-07,0.898,0.882,0.9129999999999999
2020-12-07,2020-12-13,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210721covid19infectionsurveydatasets.xlsx,national,2021-07-21,0.11699999999999999,0.098,0.138
2020-12-14,2020-12-20,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210721covid19infectionsurveydatasets.xlsx,national,2021-07-21,0.122,0.10400000000000001,0.142
2020-12-21,2020-12-27,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210721covid19infectionsurveydatasets.xlsx,national,2021-07-21,0.126,0.107,0.14800000000000002
2020-12-28,2021-01-03,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210721covid19infectionsurveydatasets.xlsx,national,2021-07-21,0.13,0.111,0.151
2021-01-04,2021-01-10,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210721covid19infectionsurveydatasets.xlsx,national,2021-07-21,0.149,0.129,0.17300000000000001
2021-01-11,2021-01-17,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210721covid19infectionsurveydatasets.xlsx,national,2021-07-21,0.157,0.136,0.18
2021-01-18,2021-01-24,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210721covid19infectionsurveydatasets.xlsx,national,2021-07-21,0.17600000000000002,0.153,0.203
2021-01-25,2021-01-31,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210721covid19infectionsurveydatasets.xlsx,national,2021-07-21,0.2,0.174,0.228
2021-02-01,2021-02-07,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210721covid19infectionsurveydatasets.xlsx,national,2021-07-21,0.226,0.19899999999999998,0.255
2021-02-08,2021-02-14,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210721covid19infectionsurveydatasets.xlsx,national,2021-07-21,0.262,0.233,0.294
2021-02-15,2021-02-21,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210721covid19infectionsurveydatasets.xlsx,national,2021-07-21,0.302,0.27,0.335
2021-02-22,2021-02-28,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210721covid19infectionsurveydatasets.xlsx,national,2021-07-21,0.355,0.32299999999999995,0.391
2021-03-01,2021-03-07,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210721covid19infectionsurveydatasets.xlsx,national,2021-07-21,0.405,0.37,0.441
2021-03-08,2021-03-14,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210721covid19infectionsurveydatasets.xlsx,national,2021-07-21,0.45299999999999996,0.41600000000000004,0.49200000000000005
2021-03-15,2021-03-21,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210721covid19infectionsurveydatasets.xlsx,national,2021-07-21,0.461,0.423,0.502
2021-03-22,2021-03-28,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210721covid19infectionsurveydatasets.xlsx,national,2021-07-21,0.48100000000000004,0.441,0.52
2021-03-29,2021-04-04,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210721covid19infectionsurveydatasets.xlsx,national,2021-07-21,0.5720000000000001,0.534,0.611
2021-04-05,2021-04-11,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210721covid19infectionsurveydatasets.xlsx,national,2021-07-21,0.6509999999999999,0.616,0.685
2021-04-12,2021-04-18,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210721covid19infectionsurveydatasets.xlsx,national,2021-07-21,0.6829999999999999,0.65,0.7140000000000001
2021-04-19,2021-04-25,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210721covid19infectionsurveydatasets.xlsx,national,2021-07-21,0.679,0.647,0.711
2021-04-26,2021-05-02,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210721covid19infectionsurveydatasets.xlsx,national,2021-07-21,0.726,0.696,0.755
2021-05-03,2021-05-09,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210721covid19infectionsurveydatasets.xlsx,national,2021-07-21,0.755,0.726,0.782
2021-05-10,2021-05-16,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210721covid19infectionsurveydatasets.xlsx,national,2021-07-21,0.76,0.731,0.787
2021-05-17,2021-05-23,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210721covid19infectionsurveydatasets.xlsx,national,2021-07-21,0.7909999999999999,0.765,0.816
2021-05-24,2021-05-30,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210721covid19infectionsurveydatasets.xlsx,national,2021-07-21,0.8190000000000001,0.7959999999999999,0.841
2021-05-31,2021-06-06,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210721covid19infectionsurveydatasets.xlsx,national,2021-07-21,0.8370000000000001,0.816,0.857
2021-06-07,2021-06-13,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210721covid19infectionsurveydatasets.xlsx,national,2021-07-21,0.865,0.847,0.883
2021-06-14,2021-06-20,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210721covid19infectionsurveydatasets.xlsx,national,2021-07-21,0.895,0.879,0.909
2021-06-21,2021-06-27,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210721covid19infectionsurveydatasets.xlsx,national,2021-07-21,0.912,0.898,0.924
2021-06-28,2021-07-04,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210721covid19infectionsurveydatasets.xlsx,national,2021-07-21,0.919,0.905,0.93
2020-12-07,2020-12-13,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210804covid19infectionsurveydatasets.xlsx,national,2021-08-04,0.11199999999999999,0.095,0.133
2020-12-14,2020-12-20,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210804covid19infectionsurveydatasets.xlsx,national,2021-08-04,0.11800000000000001,0.1,0.13699999999999998
2020-12-21,2020-12-27,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210804covid19infectionsurveydatasets.xlsx,national,2021-08-04,0.122,0.10300000000000001,0.14300000000000002
2020-12-28,2021-01-03,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210804covid19infectionsurveydatasets.xlsx,national,2021-08-04,0.125,0.107,0.146
2021-01-04,2021-01-10,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210804covid19infectionsurveydatasets.xlsx,national,2021-08-04,0.14400000000000002,0.124,0.166
2021-01-11,2021-01-17,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210804covid19infectionsurveydatasets.xlsx,national,2021-08-04,0.151,0.131,0.174
2021-01-18,2021-01-24,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210804covid19infectionsurveydatasets.xlsx,national,2021-08-04,0.171,0.147,0.195
2021-01-25,2021-01-31,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20210804covid19infectionsurveydatasets.xlsx,national,2021-08-04,0.193,0.168,0.22
