start_date,end_date,geography,geography_code,threshold_level,file_name,level,lower_age_limit,publication_date,proportion_pos,proportion_pos_low_95,proportion_pos_high_95
2020-12-14,2020-12-20,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,50,2021-06-09,0.132,0.097,0.177
2020-12-14,2020-12-20,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,60,2021-06-09,0.12,0.083,0.173
2020-12-14,2020-12-20,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,65,2021-06-09,0.099,0.068,0.141
2020-12-14,2020-12-20,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,70,2021-06-09,0.081,0.055,0.118
2020-12-14,2020-12-20,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,75,2021-06-09,0.082,0.052,0.123
2020-12-14,2020-12-20,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,80,2021-06-09,0.033,0.019,0.054
2020-12-21,2020-12-27,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,16,2021-06-09,0.342,0.254,0.446
2020-12-21,2020-12-27,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,25,2021-06-09,0.217,0.155,0.292
2020-12-21,2020-12-27,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,35,2021-06-09,0.148,0.109,0.201
2020-12-21,2020-12-27,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,50,2021-06-09,0.145,0.108,0.196
2020-12-21,2020-12-27,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,60,2021-06-09,0.127,0.089,0.184
2020-12-21,2020-12-27,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,65,2021-06-09,0.107,0.073,0.153
2020-12-21,2020-12-27,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,70,2021-06-09,0.088,0.06,0.129
2020-12-21,2020-12-27,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,75,2021-06-09,0.087,0.055,0.13
2020-12-21,2020-12-27,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,80,2021-06-09,0.052,0.031,0.083
2020-12-28,2021-01-03,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,16,2021-06-09,0.332,0.25,0.434
2020-12-28,2021-01-03,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,25,2021-06-09,0.223,0.162,0.299
2020-12-28,2021-01-03,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,35,2021-06-09,0.161,0.121,0.216
2020-12-28,2021-01-03,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,50,2021-06-09,0.152,0.114,0.202
2020-12-28,2021-01-03,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,60,2021-06-09,0.128,0.09,0.183
2020-12-28,2021-01-03,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,65,2021-06-09,0.11,0.076,0.153
2020-12-28,2021-01-03,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,70,2021-06-09,0.089,0.061,0.129
2020-12-28,2021-01-03,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,75,2021-06-09,0.095,0.062,0.141
2020-12-28,2021-01-03,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,80,2021-06-09,0.092,0.059,0.14
2021-01-04,2021-01-10,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,16,2021-06-09,0.359,0.275,0.459
2021-01-04,2021-01-10,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,25,2021-06-09,0.247,0.184,0.324
2021-01-04,2021-01-10,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,35,2021-06-09,0.179,0.136,0.238
2021-01-04,2021-01-10,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,50,2021-06-09,0.175,0.133,0.229
2021-01-04,2021-01-10,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,60,2021-06-09,0.137,0.098,0.191
2021-01-04,2021-01-10,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,65,2021-06-09,0.117,0.082,0.162
2021-01-04,2021-01-10,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,70,2021-06-09,0.099,0.069,0.14
2021-01-04,2021-01-10,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,75,2021-06-09,0.114,0.076,0.163
2021-01-04,2021-01-10,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,80,2021-06-09,0.159,0.106,0.227
2021-01-11,2021-01-17,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,16,2021-06-09,0.348,0.266,0.444
2021-01-11,2021-01-17,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,25,2021-06-09,0.218,0.161,0.292
2021-01-11,2021-01-17,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,35,2021-06-09,0.161,0.12,0.215
2021-01-11,2021-01-17,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,50,2021-06-09,0.157,0.12,0.206
2021-01-11,2021-01-17,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,60,2021-06-09,0.121,0.086,0.168
2021-01-11,2021-01-17,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,65,2021-06-09,0.099,0.069,0.138
2021-01-11,2021-01-17,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,70,2021-06-09,0.083,0.057,0.118
2021-01-11,2021-01-17,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,75,2021-06-09,0.1,0.067,0.145
2021-01-11,2021-01-17,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,80,2021-06-09,0.187,0.126,0.264
2021-01-18,2021-01-24,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,16,2021-06-09,0.416,0.327,0.517
2021-01-18,2021-01-24,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,25,2021-06-09,0.246,0.185,0.325
2021-01-18,2021-01-24,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,35,2021-06-09,0.203,0.154,0.268
2021-01-18,2021-01-24,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,50,2021-06-09,0.202,0.156,0.261
2021-01-18,2021-01-24,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,60,2021-06-09,0.148,0.107,0.204
2021-01-18,2021-01-24,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,65,2021-06-09,0.111,0.078,0.154
2021-01-18,2021-01-24,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,70,2021-06-09,0.106,0.073,0.15
2021-01-18,2021-01-24,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,75,2021-06-09,0.124,0.084,0.177
2021-01-18,2021-01-24,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,80,2021-06-09,0.268,0.189,0.365
2021-01-25,2021-01-31,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,16,2021-06-09,0.461,0.368,0.563
2021-01-25,2021-01-31,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,25,2021-06-09,0.278,0.212,0.361
2021-01-25,2021-01-31,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,35,2021-06-09,0.255,0.196,0.329
2021-01-25,2021-01-31,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,50,2021-06-09,0.248,0.193,0.315
2021-01-25,2021-01-31,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,60,2021-06-09,0.195,0.143,0.261
2021-01-25,2021-01-31,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,65,2021-06-09,0.135,0.096,0.185
2021-01-25,2021-01-31,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,70,2021-06-09,0.148,0.105,0.204
2021-01-25,2021-01-31,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,75,2021-06-09,0.211,0.148,0.288
2021-01-25,2021-01-31,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,80,2021-06-09,0.375,0.275,0.482
2021-02-01,2021-02-07,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,16,2021-06-09,0.435,0.346,0.538
2021-02-01,2021-02-07,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,25,2021-06-09,0.299,0.229,0.386
2021-02-01,2021-02-07,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,35,2021-06-09,0.272,0.212,0.346
2021-02-01,2021-02-07,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,50,2021-06-09,0.264,0.207,0.333
2021-02-01,2021-02-07,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,60,2021-06-09,0.218,0.161,0.289
2021-02-01,2021-02-07,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,65,2021-06-09,0.156,0.113,0.212
2021-02-01,2021-02-07,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,70,2021-06-09,0.193,0.139,0.259
2021-02-01,2021-02-07,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,75,2021-06-09,0.365,0.274,0.459
2021-02-01,2021-02-07,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,80,2021-06-09,0.486,0.374,0.596
2021-02-08,2021-02-14,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,16,2021-06-09,0.448,0.357,0.551
2021-02-08,2021-02-14,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,25,2021-06-09,0.325,0.252,0.415
2021-02-08,2021-02-14,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,35,2021-06-09,0.3,0.236,0.379
2021-02-08,2021-02-14,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,50,2021-06-09,0.29,0.229,0.361
2021-02-08,2021-02-14,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,60,2021-06-09,0.212,0.158,0.283
2021-02-08,2021-02-14,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,65,2021-06-09,0.186,0.137,0.249
2021-02-08,2021-02-14,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,70,2021-06-09,0.314,0.238,0.399
2021-02-08,2021-02-14,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,75,2021-06-09,0.578,0.476,0.668
2021-02-08,2021-02-14,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,80,2021-06-09,0.59,0.478,0.692
2021-02-15,2021-02-21,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,16,2021-06-09,0.443,0.354,0.546
2021-02-15,2021-02-21,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,25,2021-06-09,0.33,0.257,0.419
2021-02-15,2021-02-21,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,35,2021-06-09,0.312,0.245,0.39
2021-02-15,2021-02-21,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,50,2021-06-09,0.283,0.223,0.353
2021-02-15,2021-02-21,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,60,2021-06-09,0.222,0.165,0.297
2021-02-15,2021-02-21,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,65,2021-06-09,0.229,0.17,0.3
2021-02-15,2021-02-21,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,70,2021-06-09,0.515,0.422,0.608
2021-02-15,2021-02-21,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,75,2021-06-09,0.734,0.644,0.803
2021-02-15,2021-02-21,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,80,2021-06-09,0.644,0.533,0.738
2021-02-22,2021-02-28,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,16,2021-06-09,0.471,0.38,0.573
2021-02-22,2021-02-28,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,25,2021-06-09,0.361,0.283,0.452
2021-02-22,2021-02-28,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,35,2021-06-09,0.328,0.261,0.41
2021-02-22,2021-02-28,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,50,2021-06-09,0.341,0.274,0.418
2021-02-22,2021-02-28,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,60,2021-06-09,0.285,0.217,0.367
2021-02-22,2021-02-28,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,65,2021-06-09,0.443,0.354,0.533
2021-02-22,2021-02-28,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,70,2021-06-09,0.77,0.694,0.829
2021-02-22,2021-02-28,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,75,2021-06-09,0.834,0.767,0.881
2021-02-22,2021-02-28,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,80,2021-06-09,0.713,0.607,0.795
2021-03-01,2021-03-07,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,16,2021-06-09,0.481,0.39,0.584
2021-03-01,2021-03-07,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,25,2021-06-09,0.381,0.302,0.473
2021-03-01,2021-03-07,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,35,2021-06-09,0.358,0.287,0.443
2021-03-01,2021-03-07,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,50,2021-06-09,0.383,0.311,0.464
2021-03-01,2021-03-07,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,60,2021-06-09,0.367,0.287,0.455
2021-03-01,2021-03-07,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,65,2021-06-09,0.704,0.624,0.774
2021-03-01,2021-03-07,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,70,2021-06-09,0.857,0.803,0.898
2021-03-01,2021-03-07,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,75,2021-06-09,0.867,0.809,0.907
2021-03-01,2021-03-07,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,80,2021-06-09,0.749,0.651,0.823
2021-03-08,2021-03-14,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,16,2021-06-09,0.503,0.409,0.604
2021-03-08,2021-03-14,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,25,2021-06-09,0.419,0.334,0.511
2021-03-08,2021-03-14,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,35,2021-06-09,0.397,0.321,0.484
2021-03-08,2021-03-14,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,50,2021-06-09,0.43,0.353,0.514
2021-03-08,2021-03-14,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,60,2021-06-09,0.467,0.381,0.56
2021-03-08,2021-03-14,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,65,2021-06-09,0.826,0.764,0.872
2021-03-08,2021-03-14,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,70,2021-06-09,0.876,0.824,0.913
2021-03-08,2021-03-14,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,75,2021-06-09,0.86,0.799,0.902
2021-03-08,2021-03-14,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,80,2021-06-09,0.745,0.645,0.819
2021-03-15,2021-03-21,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,16,2021-06-09,0.466,0.373,0.568
2021-03-15,2021-03-21,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,25,2021-06-09,0.418,0.335,0.514
2021-03-15,2021-03-21,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,35,2021-06-09,0.419,0.343,0.508
2021-03-15,2021-03-21,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,50,2021-06-09,0.461,0.385,0.545
2021-03-15,2021-03-21,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,60,2021-06-09,0.546,0.456,0.638
2021-03-15,2021-03-21,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,65,2021-06-09,0.819,0.757,0.868
2021-03-15,2021-03-21,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,70,2021-06-09,0.826,0.762,0.874
2021-03-15,2021-03-21,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,75,2021-06-09,0.817,0.743,0.868
2021-03-15,2021-03-21,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,80,2021-06-09,0.692,0.582,0.776
2021-03-22,2021-03-28,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,16,2021-06-09,0.447,0.359,0.547
2021-03-22,2021-03-28,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,25,2021-06-09,0.408,0.329,0.502
2021-03-22,2021-03-28,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,35,2021-06-09,0.405,0.33,0.491
2021-03-22,2021-03-28,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,50,2021-06-09,0.508,0.431,0.589
2021-03-22,2021-03-28,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,60,2021-06-09,0.646,0.562,0.724
2021-03-22,2021-03-28,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,65,2021-06-09,0.793,0.727,0.847
2021-03-22,2021-03-28,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,70,2021-06-09,0.803,0.737,0.855
2021-03-22,2021-03-28,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,75,2021-06-09,0.776,0.696,0.836
2021-03-22,2021-03-28,England,E92000001,standard,/home/sebfunk/code/inc2prev/data-processed/ab/20210609covid19infectionsurveydatasets.xlsx,age_school,80,2021-06-09,0.69,0.581,0.774
